id,passage
7555349,"The paper deals with the displacement of the uterus observed during management 
of Malgaigne type pelvic fracture in a 33 years old female. An intrauterine 
device seen on the radiographs revealed displacement of the uterus towards 
contralateral side of the pelvis. The reduction of the fracture stabilized with 
Molski metal clamp reconstituted normal anatomy."
7556180,"In order to analyze the role of thyroid hormones in mitochondrial biogenesis, we 
have studied the expression pattern of the beta subunit of the mitochondrial 
ATP-synthase complex in liver and in isolated mitochondria during postnatal 
development of hypothyroid rats. Chemically induced hypothyroidism promoted a 
significant reduction in body and liver masses at all stages of development. 
Furthermore, plasma 3,5,3'-triiodo-L-thyronine (T3) and 
3,5,3',5'-tetraiodo-L-thyronine (T4) concentrations were significantly reduced 
in hypothyroid animals when compared to euthyroid animals. Remarkably, 
steady-state beta-F1-ATPase mRNA levels in livers of hypothyroid animals showed 
an approximately 50% reduction when compared to age-matched euthyroid rats at 
all stages of development. The relative amounts of beta-F1-ATPase protein 
determined in isolated mitochondria of 1-day-old and adult hypothyroid animals 
were similar to those determined in mitochondria of age-matched euthyroids, 
indicating that hypothyroidism does not affect organelle differentiation in the 
liver of suckling and adult rats. In contrast, the relative amount of 
beta-F1-ATPase protein in liver homogenates varied (0-30% reduction) due to the 
hypothyroid condition during development. These findings suggest the existence 
of compensatory mechanisms operating at the translational and/or 
post-translational levels which promote proliferation of mitochondria in the 
hypothyroid liver. However, when the liver mass was considered, hypothyroidism 
significantly reduced overall mitochondrial proliferation in rat liver. 
Interestingly, the effects of thyroid hormones on the biogenesis of the ATP 
synthase complex at latter stages of development provide an example in which the 
hypothyroid condition limits the expression of the nuclear-encoded gene with no 
apparent effect on the expression of the mitochondrial-encoded genes (ATP 
synthase subunits 6-8)."
7560033,"Acute annular ligament interposition into the radiocapitellar joint 
(""nursemaid's elbow"") is a common injury in children younger than 5 years. The 
injury occurs when axial traction is applied to an extended, pronated arm. There 
are no abnormal radiographic findings associated with this condition. We 
recommend that children with a classic history and clinical presentation of an 
acute annular ligament interposition into the radiocapitellar joint be treated 
without obtaining radiographs."
7561171,"Mutations in genes encoding the keratin intermediate filaments expressed in 
basal cells have been identified in some families with epidermolysis bullosa 
simplex as the proximate cause of the fragility. We have systematically scanned 
genomic sequences of one of these keratins, keratin 14, for mutations in 
patients from 49 apparently independent kindreds using single-strand 
conformation polymorphism analysis. The ten mutations identified are clustered 
at three sites--the ends of the helices and the L12 linker region, mutation 
sites that have been identified in past, more limited studies. Early onset of 
blistering in these ten families is correlated with more widespread distribution 
of lesions."
7561230,"Oral amitriptyline has been used as an analgesic in a wide range of pain 
settings. Despite long-term availability of a parenteral form, the few reports 
about this formulation have been limited to pharmacokinetic studies in normal 
volunteers, trials in depressed patients, and analyses of electroencephalogram 
(EEG) activation. We retrospectively reviewed our experience using intravenous 
(IV) amitriptyline at Children's Hospital, Boston and at Children's Hospital at 
Stanford. Eight children (aged 5-16.6 years), who were unable to tolerate 
medications by the oral route, received IV amitriptyline for a variety of 
indications, including neuropathic pain, depression, sleep disturbance, and as 
an adjuvant agent for opioid analgesia. One patient experienced an 
extrapyramidal reaction temporally related to the administration of IV 
amitriptyline, which was successfully managed with diphenhydramine. Further 
prospective, controlled studies are needed to further assess the safety, 
efficacy and tolerability of this novel use of amitriptyline."
7561689,"Patients with primary biliary cirrhosis frequently develop autoantibodies 
directed to gp210, a major glycoprotein of the nuclear pore complex. This 
protein contains a large glycosylated cisternal domain, a single transmembrane 
segment, and a short cytoplasmic tail. It has been previously shown that 
autoantibodies from primary biliary cirrhosis patients exclusively react with 
the cytoplasmic tail. We demonstrate that autoantibodies against gp210 recognize 
at least two different epitopes. 4 out of 12 anti-gp210 positive sera reacted 
with the fragment consisting of the cytoplasmic tail, and 8 sera targeted a 
novel epitope located within the large glycosylated lumenal domain. Moreover, 
our data prove that carbohydrate moieties are an essential part of this novel 
epitope. We propose, therefore, that future screening assays should be performed 
with antigens possessing both epitopes to detect all sera with anti-gp210 
specificity."
7602797,"Pheochromocytomas synthesize and release catecholamines, which subsequently are 
related to various clinical manifestations of the disease. However, 
pheochromocytomas are not innervated and the catecholamine release and synthesis 
are not initiated by neural impulses. It is still unknown how catecholamine 
synthesis is regulated in pheochromocytomas. As a first step toward 
understanding the molecular mechanisms by which catecholamine synthesis is 
controlled in the tumor, we measured the levels of mRNA coding for the 
catecholamine synthesizing enzyme, tyrosine hydroxylase (TH) and catecholamines 
in 6 pheochromocytomas and 2 normal adrenal glands. The TH mRNA level was 
overexpressed and the catecholamine contents were high in 4 out of 6 
pheochromocytomas. There was a close correlation between the TH mRNA level and 
the catecholamines content in the tumors. We also examined the gene expression 
of the messengers of other catecholamine synthesizing enzymes, dopamine 
beta-hydroxylase (DBH) and aromatic 1-amino acid decarboxylase (AADC) in 
pheochromocytomas. The expression of these genes was in parallel with that of TH 
mRNA in the tumors. These findings indicate that catecholamine overproduction in 
pheochromocytomas is mediated by the overexpression of genes coding for 
catecholamines synthesizing enzymes, TH, DBH, and AADC."
7604973,"BACKGROUND: Programmed cell death is an essential event during mammalian 
morphogenesis which eliminates unnecessary cells to accomplish histogenesis and 
organogenesis. Cell death in interdigital spaces of the developing limb is a 
classical example of morphogenetic cell death. We investigated whether classical 
programmed cell death in the interdigital tissue of the developing limb in mice 
is apoptosis with fragmentation of nuclear DNA and also examined sequentially 
the occurrence of programmed cell death and cell proliferation in the developing 
limb of mouse fetuses to analyze their interrelation.
METHODS: We examined the occurrence of apoptotic cell death in the developing 
limbs of mouse fetuses by using Nile blue sulphate staining, agarose gel 
electrophoresis for detecting DNA laddering, and a cytochemical labeling of DNA 
fragmentation. We also labeled proliferating cells using BrdU/anti-BrdU 
immunohistochemistry and examined the interrelation between apoptotic programmed 
cell death and cell proliferation.
RESULTS: DNA ladders, a biochemical evidence of apoptosis, were detected in DNA 
extracts from the interdigital tissue of day 13 mouse fetuses by agarose gel 
electrophoresis. Programmed cell death and DNA fragmentation were detected by 
Nile blue staining and cytochemical labeling of DNA fragmentation, respectively, 
in the interdigital mesoderm and in the regions of presumptive joints of the 
digit. BrdU/anti-BrdU immunohistochemistry for identifying proliferating S-phase 
cells revealed that interdigital mesenchymal cells cease DNA synthesis before 
programmed cell death and DNA fragmentation begin.
CONCLUSIONS: We confirmed that both cytological apoptotic alterations and 
fragmentation of nuclear DNA occur in the interdigital tissue and presumptive 
joint areas of fetal mouse limbs, and they appear to play a significant role in 
the separation of digits as well as the formation of joint cavities."
7605558,"A 5-year-old girl with Hirschsprung disease, unusual facial appearance, 
psychomotor retardation, epilepsy, and congenital heart disease is reported. 
Patients with similar clinical features have been reported and they appear to 
exhibit the recently identified Goldberg-Shprintzen syndrome. It is believed 
that this girl also exhibits this new syndrome. Cranial computed tomography 
demonstrated abnormal findings that may suggest defective neuronal migration 
and/or dysgenesis of the brain. These findings were considered to cause 
psychomotor retardation and epilepsy in this patient."
7606923,"Physical gene mapping by in situ hybridization is a difficult task in an 
all-acrocentric mouse karyotype, because all of the chromosomes are 
morphologically very similar. These difficulties can be overcome by using the 
many different metacentric Robertsonian translocation (Rb) chromosomes derived 
from wild mice. Here we describe the establishment of two Moloney murine 
leukemia virus-transformed suspension cell lines, WMP-1 and WMP-2, derived from 
wild mice of the strain WMP/WMP. These mice carry nine pairs of metacentric Rb 
chromosomes containing chromosomes 1 to 18. Chromosome 19 and the sex 
chromosomes are the only acrocentric chromosomes. Furthermore, a heterozygous 
reciprocal translocation between chromosomes 13 and 17 involved in two Rb 
chromosomes is present in this stock and provides additional marker chromosomes. 
The chromosome designation of these mice is Rb(10.17)9Mpl Rb(13.15)10Mpl 
T(13.17)1Lub."
7607467,"In the absence of DNA substrate, the DNA methyltransferase (MTase) M.BspRI can 
methylate itself using the methyl donor S-adenosyl-L-methionine (AdoMet). The 
methyl group is transferred to two Cys residues of the MTase."
7607795,"BACKGROUND: Systemic lupus erythematosus (SLE) may involve any number of organ 
systems and varies greatly in the severity and type of involvement. Cutaneous 
manifestations of SLE are equally numerous and varied throughout the course of 
the disease within an individual, as well as varying between patients. Cutaneous 
manifestations of SLE are frequently the presenting symptoms, typically noted in 
the classic malar ""butterfly"" rash; however, other cutaneous patterns are 
frequently observed.
METHODS: We present here two patients who presented with what was thought to be 
acne refractory to treatment.
RESULTS: These patients actually were found to have a facial eruption associated 
with SLE as confirmed by skin biopsy.
CONCLUSIONS: The importance of investigating atypical or treatment-resistant 
eruptions, especially in patients experiencing other symptoms, is emphasized."
7608251,"3,5,3,'-Triiodothyroacetic acid (Triac) has been used in therapy of resistance 
to thyroid hormone on an empirical basis and appears beneficial in some studies. 
We observed that the T3 analogs, Triac and 3,5,3'-triiodothyropropionic acid 
(Triprop), have a higher affinity for the thyroid hormone receptor-beta 1 (TR 
beta 1) than does T3 (2.7- and 1.8-fold, respectively), whereas the affinities 
of the three compounds for TR alpha 1 are the same. To evaluate whether T3 
analogs would have a differential effect on TR beta 1 and TR beta 1 mutants and 
thus be a specific treatment for patients with resistance to thyroid hormone, we 
examined the induction of the transcriptional activation of wild-type (wt) TR 
alpha 1, TR beta 1, and mutant TR beta 1s by T3, Triac, and Triprop. The dose 
response of transcriptional activation by T3 analogs was measured by transient 
cotransfections with TRs and a rat malic enzyme-TRE fused to thymidine kinase 
(TK)-chloramphenicol acetyltransferase (CAT) in COS-1 cells. For TR alpha 1 wt, 
induction of CAT activity by T3 and Triac occurred at the same concentration. 
For TR beta 1 wt, Triac and Triprop showed a higher maximal activity than T3 
(Tripro > Triac > T3) and reached 50% induction at a lower concentration than T3 
(Tripro < Triac < T3). Induction of CAT activity in five mutant TR beta 1s 
(kindreds Mh, Mc, CL, Mf, and GH) was also analyzed. Even high levels of T3 
analogs could not restore CAT activity to that of TR beta 1wt for any mutant. A 
dominant negative effect was produced by Mh, Mc, and Mf. Mutants CL and GH had a 
mild dominant negative effect depending on T3 analog concentrations and TREs. 
Cotransfection studies were performed using a rat malic enzyme-TK-CAT reporter 
plasmid to analyze the effects of hormones at near-physiological concentrations 
of T3 and Triac. Triac had a significantly higher transcriptional activation 
than T3 in Mc, CL, and GH, suggesting that Triac would have a beneficial effect 
to different degrees for different mutant TR beta 1s. Using mutants Mc and GH, 
further studies were carried out using rat GH and double palindromic and 
inverted palindromic TREs in COS-1 cells. On each TRE, 10 nmol/L Triac induced 
higher transcriptional activation in TR beta 1wt, mutant TR beta 1s, and TR beta 
1wt plus mutant TR beta 1s (1:1 ratio) than the same dose of T3.(ABSTRACT 
TRUNCATED AT 400 WORDS)"
7609749,"BACKGROUND: Sudden death from cardiac arrest in a young person may occur during 
sports play after a blunt blow to the chest in the absence of structural 
cardiovascular disease or traumatic injury (cardiac concussion or commotio 
cordis). We studied the clinical features of this apparently uncommon but 
important phenomenon.
METHODS: We identified cases from the registries of relevant agencies and 
organizations, as well as newsmedia accounts, and developed a clinical profile 
of 25 children and young adults, 3 to 19 years of age.
RESULTS: Each victim collapsed with cardiac arrest immediately after an 
unexpected blow to the chest, which was usually inflicted by a projectile (such 
as a baseball or hockey puck). Incidents took place during organized competitive 
sports in 16 cases and in recreational settings at home, at school, or on the 
playground in 9. In each instance, the impact to the chest was not judged to be 
extraordinary for the sport involved and did not appear to have sufficient force 
to cause death. Twelve victims collapsed virtually instantaneously on impact, 
whereas 13 remained conscious and physically active for a brief time before 
cardiac arrest. Cardiopulmonary resuscitation was administered within about 
three minutes to 19 victims, but normal cardiac rhythm could be restored in only 
2 (both incurred irreversible brain damage and died shortly thereafter). Seven 
victims (28 percent) were wearing some form of protective chest padding.
CONCLUSIONS: We speculate that most sudden deaths related to impact to the chest 
(not associated with traumatic injury) are due to ventricular dysrhythmia 
induced by an abrupt, blunt precordial blow, presumably delivered at an 
electrically vulnerable phase of ventricular excitability. This profile of blunt 
chest impact leading to cardiac arrest adds to our understanding of the range of 
causes of sudden death on the athletic field and may help in the development of 
preventive measures."
7611299,"Mutations in the gene encoding fibrillin-1 (FBN1), a component of the 
extracellular microfibril, cause the Marfan syndrome (MFS). This statement is 
supported by the observations that the classic Marfan phenotype cosegregates 
with intragenic and/or flanking marker alleles in all families tested and that a 
significant number of FBN1 mutations have been identified in affected 
individuals. We have now devised a method to screen the entire coding sequence 
and flanking splice junctions of FBN1. On completion for a panel of nine 
probands with classic MFS, six new mutations were identified that accounted for 
disease in seven (78%) of nine patients. Nine additional new mutations have been 
characterized in the early stages of a larger screening project. These 15 
mutations were equally distributed throughout the gene and, with one exception, 
were specific to single families. One-third of mutations created premature 
termination codons, and 6 of 15 substituted residues with putative significance 
for calcium binding to epidermal growth factor (EGF)-like domains. Mutations 
causing severe and rapidly progressive disease that presents in the neonatal 
period can occur in a larger region of the gene than previously demonstrated, 
and the nature of the mutation is as important a determinant as its location, in 
predisposing to this phenotype."
7612897,"The family of protein kinases includes many oncogenes and growth factor 
receptors, many of which have been linked to the pathogenesis and progression of 
cancer. Protein tyrosine kinases such as HER-2/c-erbB-2 and the epidermal growth 
factor receptor (EGFR) have been linked specifically to breast cancer, and 
perturbations of HER-2 affect response to chemotherapy. We have reviewed the 
biology of protein kinases in human breast cancer, as well as their 
translational applications to breast cancer patients. We have studied the 
spectrum of protein kinases expressed in human breast cancer cells and have 
identified four protein kinases with potentially important functions in breast 
cancer: rak (src-related), TK5 (which we now designate JAK3), the focal adhesion 
kinase (FAK), and STK1 (human M015/CAK). We describe the potential significance 
of these genes in breast cancer, as well as our methodology for identifying and 
characterizing novel genes in breast cancer."
7616230,"Microtubule-associated protein tau is abnormally hyperphosphorylated and 
aggregated in affected neurons of Alzheimer disease brain. This 
hyperphosphorylated tau can be dephosphorylated at some of the abnormal 
phosphorylated sites by purified protein phosphatase-1, 2A, and 2B in vitro. In 
the present study, we have developed an assay to measure protein phosphatase 
activity toward tau-1 sites (Ser199/Ser202) using the hyperphosphorylated tau 
isolated from Alzheimer disease brain as substrate. Using this assay, we have 
identified that in normal brain, protein phosphatase-2A and 2B and, to a lesser 
extent, 1 are involved in the dephosphorylation of tau. The Km values of 
dephosphorylation of the hyperphosphorylated tau by protein phosphatase-2A and 
2B are similar. The tau phosphatase activity is decreased by approximately 30% 
in brain of Alzheimer disease patients compared with those of age-matched 
controls. These findings suggest that a defect of protein phosphatase could be 
the cause of the abnormal hyperphosphorylation of tau in Alzheimer disease."
7616241,"6R-L-erythro-Tetrahydrobiopterin (6R-BH4) is a cofactor for aromatic L-amino 
acid hydroxylases and nitric oxide synthase. Recently, we have reported that 
independently of its cofactor activities, 6R-BH4 acts from the outside of 
neurons in the brain to enhance the release of monoamine neurotransmitters such 
as dopamine. To characterize the pharmacological properties of the action, we 
examined the effects of 6S-BH4, a diastereoisomer of 6R-BH4, on dopamine release 
in the rat striatum by using brain microdialysis and compared its effects with 
those of 6R-BH4. Perfusion of 6S-BH4 or 6R-BH4 through the dialysis probe 
increased extracellular dopamine levels (an index of in vivo dopamine release) 
concentration dependently; the maximal increase by 6S-BH4, was one-sixth of that 
by 6R-BH4. 6S-BH4 increased extracellular DOPA levels in the presence of NSD 
1015, an inhibitor of aromatic L-amino acid decarboxylase (an index of in vivo 
tyrosine hydroxylase activity), to an extent similar to the increase induced by 
6R-BH4. The increase in the DOPA levels induced by either of the pteridines was 
abolished after pretreatment of rats with alpha-methyl-p-tyrosine (an inhibitor 
of tyrosine hydroxylase). Under the same conditions, the 6S-BH4-induced dopamine 
release was abolished, but most of the 6R-BH4-induced increase persisted. 
Coadministration of 6S-BH4 with 6R-BH4 inhibited the increase in dopamine 
release induced by 6R-BH4 alone. These results show that 6R-BH4 stimulates 
dopamine release by acting at the specific recognition site on the neuronal 
membrane, and that 6S-BH4 acts as an antagonist of 6R-BH4 at this site, although 
it has cofactor activities."
7620118,"Early in 1993, an unstable, expanded trinucleotide repeat in a novel gene of 
unknown function was identified on HD chromosomes. This discovery unleased a 
flurry of experimentation that has established the expanded CAG repeat the 
almost universal cause of the characteristic neurologic symptoms and pathology 
of this neurodegenerative disorder of midlife onset. The biochemical basis for 
the specific neuronal loss of HD remains uncertain, but the genetic lesion 
probably acts via its consequent polyglutamine segment in the protein product, 
huntingtin. This review will describe the basic parameters of the HD repeat's 
behavior and the knowledge that has accumulated concerning its potential 
mechanisms of action."
7621840,"The incidence of vasodilation-related events (flushing, headache, dizziness and 
oedema) was determined in a total of 37,670 patients treated with diltiazem, 
nicardipine, isradipine or amlodipine and studied by Prescription-Event 
Monitoring between 1984 and 1991. Event rates are expressed as the percentage of 
patients who experienced these events during the six months after the first 
prescription. The rates for all these events with the newer vasoselective 
dihydropyridines (nicardipine, isradipine and amlodipine) were higher than those 
with diltiazem. Among the three dihydropyridines, there were large individual 
differences in the rates. With nicardipine, the frequency of each of the four 
vasodilation-related events were similar to one another (approximately 3%). With 
isradipine, the rates were also similar to one another but all were 
approximately twice those measured in the nicardipine study (approximately 6%). 
These differences may have been due to confounding factors such as the publicity 
about adverse drug reactions, the indication for use by individual patients or 
the doses actually being used at the time the event occurred. With amlodipine, 
in contrast, the rate for oedema was two to four times larger than the rates for 
flushing, headache or dizziness."
7622868,"In the early stages of apoptosis changes occur at the cell surface, which until 
now have remained difficult to recognize. One of these plasma membrane 
alterations is the translocation of phosphatidylserine (PS) from the inner side 
of the plasma membrane to the outer layer, by which PS becomes exposed at the 
external surface of the cell. Annexin V is a Ca2+ dependent phospholipid-binding 
protein with high affinity for PS. Hence this protein can be used as a sensitive 
probe for PS exposure upon the cell membrane. Translocation of PS to the 
external cell surface is not unique to apoptosis, but occurs also during cell 
necrosis. The difference between these two forms of cell death is that during 
the initial stages of apoptosis the cell membrane remains intact, while at the 
very moment that necrosis occurs the cell membrane looses its integrity and 
becomes leaky. Therefore the measurement of Annexin V binding to the cell 
surface as indicative for apoptosis has to be performed in conjunction with a 
dye exclusion test to establish integrity of the cell membrane. This paper 
describes the results of such an assay, as obtained in cultured HSB-2 cells, 
rendered apoptotic by irradiation and in human lymphocytes, following 
dexamethasone treatment. Untreated and treated cells were evaluated for 
apoptosis by light microscopy, by measuring the amount of hypo-diploid cells 
using of DNA flow cytometry (FCM) and by DNA electrophoresis to establish 
whether or not DNA fragmentation had occurred. Annexin V binding was assessed 
using bivariate FCM, and cell staining was evaluated with fluorescein 
isothiocyanate (FITC)-labelled Annexin V (green fluorescence), simultaneously 
with dye exclusion of propidium iodide (PI) (negative for red fluorescence). The 
test described, discriminates intact cells (FITC-/PI-), apoptotic cells 
(FITC+/PI-) and necrotic cells (FITC+/PI+). In comparison with existing 
traditional tests the Annexin V assay is sensitive and easy to perform. The 
Annexin V assay offers the possibility of detecting early phases of apoptosis 
before the loss of cell membrane integrity and permits measurements of the 
kinetics of apoptotic death in relation to the cell cycle. More extensive FCM 
will allow discrimination between different cell subpopulations, that may or may 
not be involved in the apoptotic process."
7623073,"Intraoperative radiotherapy (IORT) was performed in 20 of 36 patients with 
glioma; 11 glioblastomas, 7 malignant astrocytomas, 2 benign astrocytomas. 
Twenty or 25 Gy of irradiation was delivered in a single fraction 
intraoperatively, followed by external beam irradiation. The electron beam 
energy was selected so that the 80% isodose line fell at 2 or 3 cm below the 
residual tumor surface. Median survival time of IORT group was 14 months and 
that of the control group was 10 months. Difference of survival curve was 
significant. There were 6 incidences of complication caused by IORT; 1 
radionecrosis, 1 convulsion, 1 abscess, and 3 severe brain edemas. IORT is 
suited for the treatment of malignant gliomas."
7624311,"Retrovirus-mediated gene transfer into hematopoietic cells may provide a means 
of treating both inherited and acquired diseases involving hematopoietic cells. 
Implementation of this approach for disorders resulting from mutations affecting 
the beta-globin gene (e.g., beta-thalassemia and sickle cell anemia), however, 
has been hampered by the inability to generate recombinant viruses able to 
efficiently and faithfully transmit the necessary sequences for appropriate gene 
expression. We have addressed this problem by carefully examining the 
interactions between retroviral and beta-globin gene sequences which affect 
vector transmission, stability, and expression. First, we examined the 
transmission properties of a large number of different recombinant proviral 
genomes which vary both in the precise nature of vector, beta-globin structural 
gene, and locus control region (LCR) core sequences incorporated and in the 
placement and orientation of those sequences. Through this analysis, we 
identified one specific vector, termed M beta 6L, which carries both the human 
beta-globin gene and core elements HS2, HS3, and HS4 from the LCR and faithfully 
transmits recombinant proviral sequences to cells with titers greater than 10(6) 
per ml. Populations of murine erythroleukemia (MEL) cells transduced by this 
virus expressed levels of human beta-globin transcript which, on a per gene copy 
basis, were 78% of the levels detected in an MEL-derived cell line, Hu11, which 
carries human chromosome 11, the site of the beta-globin locus. Analysis of 
individual transduced MEL cell clones, however, indicated that, while expression 
was detected in every clone tested (n = 17), the levels of human beta-globin 
treatment varied between 4% and 146% of the levels in Hu11. This clonal 
variation in expression levels suggests that small beta-globin LCR sequences may 
not provide for as strict chromosomal position-independent expression of 
beta-globin as previously suspected, at least in the context of 
retrovirus-mediated gene transfer."
7625843,"Medicarpin, the major phytoalexin in alfalfa, is synthesized by way of the 
isoflavonoid branch of phenylpropanoid metabolism. One of the final steps of 
medicarpin biosynthesis, from vestitone to 7,2'-dihydroxy-4'-methoxyisoflavanol, 
is catalyzed by vestitone reductase. A 1245-bp cDNA clone which encodes 
vestitone reductase was identified utilizing internal amino acid sequence of 
purified vestitone reductase. When expressed in Escherichia coli, the cloned 
enzyme exhibits strict substrate stereospecificity for (3R)-vestitone, as was 
observed for vestitone reductase purified from alfalfa. The calculated molecular 
weight of the protein (35,918) is similar to that of purified vestitone 
reductase from alfalfa (38 kDa by SDS-PAGE). The levels of vestitone reductase 
transcript (1.35 kb) greatly increase within 2 h of elicitor addition to alfalfa 
cell suspension cultures, preceding the rapid increases in vestitione reductase 
enzyme activity and medicarpin biosynthesis. In healthy alfalfa plants, the 
highest levels of transcripts were detected in roots and root nodules, 
consistent with the synthesis of medicarpin and its conjugate in these tissues. 
The cloning of the vestitone reductase gene provides a specific tool for the 
study and manipulation of pterocarpan biosynthesis in legumes."
7626141,"Transcriptional elongation involves dynamic interactions among RNA polymerase 
and single-stranded and double-stranded nucleic acids in the ternary complex. In 
prokaryotes its regulation provides an important mechanism of genetic control. 
Analogous eukaryotic mechanisms are not well understood, but may control 
expression of proto-oncogenes and viruses, including the human immunodeficiency 
virus HIV-1 (ref. 8). The highly conserved eukaryotic transcriptional elongation 
factor TFIIS enables RNA polymerase II (RNAPII) to read though pause or 
termination sites, nucleosomes and sequence-specific DNA-binding proteins. Two 
distinct domains of human TFIIS, which bind RNAPII and nucleic acids, regulate 
read-through and possibly nascent transcript cleavage. Here we describe the 
three-dimensional NMR structure of a Cys4 nucleic-acid-binding domain from human 
TFIIS. Unlike previously characterized zinc modules, which contain an 
alpha-helix, this structure consists of a three-stranded beta-sheet. Analogous 
Cys4 structural motifs may occur in other proteins involved in DNA or RNA 
transactions, including RNAPII itself. This new structure, designated the Zn 
ribbon, extends the repertoire of Zn-mediated peptide architectures and 
highlights the growing recognition of the beta-sheet as a motif of nucleic-acid 
recognition."
7627929,"Structural anomalies of the X chromosome, especially translocations, are rare 
events in myelodysplastic syndromes (MDS). In a series of 2270 MDS patients 
analyzed between 1983 and 1994 (Center for Human Genetics, Leuven), 9 cases were 
found with translocations involving the X chromosome. These aberrations were not 
restricted to specific FAB subtypes and were the sole anomalies in 3 cases. In 
the remaining 6 patients, they were associated with other abnormalities, 
including 5q-, observed in three cases. Fluorescence in situ hybridization 
(FISH) was retrospectively performed on 8 patients and was shown to be a useful 
complement for the characterization of the translocations involving the X 
chromosome. In 3 cases, we could identify translocation partners and breakpoint 
regions only by using chromosome painting. No recurrent chromosome partners were 
observed. The breakpoints could be localized along the whole X chromosome. There 
was, however, a cluster in the Xq13 region involved in 4 of the 9 patients. The 
previously reported association of Xq13 anomalies with refractory anemia with 
ringed sideroblasts (RARS) was found in only one case. Despite the lack of 
characteristic translocations involving the X chromosome, the occurrence of such 
changes as the sole karyotypic anomaly suggests that they could play a role in 
the pathogenesis of some myelodysplastic syndromes."
7629231,"In systemic nonthyroidal illness (NTI), peripheral production of T3 from T4 is 
decreased, resulting in a decreased serum T3 concentration. We investigated 
whether factors in serum of NTI patients may play a role in this energy-saving 
adaptation mechanism. Metabolism of T4 and T3 by rat hepatocytes in primary 
culture was measured in the presence of 10% serum of normal subjects or of 
patients with NTI and related to the severity of disease. Patients with NTI were 
grouped according to serum thyroid hormone abnormalities: group I, serum rT3, 
T3, and T4 normal; group III, rT3 elevated, T3 decreased, T4 normal; group IV, 
rT3 elevated, T3 and T4 decreased. Compared with metabolism in the presence of 
normal serum, metabolism of T4 and to a lesser extent of T3 was progressively 
decreased in the presence of serum of patients of groups I-IV. A decreased net 
deiodination of T4 and T3 (corrected for differences in free hormone 
concentration) without an increase in conjugated T4 and T3 (corrected for 
differences in free hormone concentration) was observed, similar to results in 
experiments with compounds inhibiting transport into the cells and not the 
metabolic processes (5' deiodination) per se. Deiodination of T4 in vitro was 
correlated with serum T3 concentration of the patient (r = 0.69). Serum of 
patients with NTI influences thyroid hormone handling by hepatocytes comparable 
to the effect of transport inhibitors and not to that of the 5'-deiodinase 
inhibitor propylthiouracil, suggesting that decreased thyroid hormone transport 
over the cell membrane may play a role in lowered T3 production in NTI."
7629360,"Though it has been the subject of much research, burning mouth syndrome--a 
chronic oral-facial pain condition that affects many U.S. adults--remains poorly 
understood. It has been associated with numerous oral and systemic conditions. 
Treatment options frequently include various medications. While patients with 
symptoms of BMS are more likely to seek care from physicians, dentists should be 
involved in the evaluation and management of these patients."
7629529,"The yield of paraclinical tests was evaluated in a prospective study of 189 
consecutive patients referred for suspected multiple sclerosis (142 patients 
with multiple sclerosis, 47 non-multiple sclerosis patients on discharge). 
Patients were first classified according to the Poser criteria by the clinical 
findings. Subsequently, the results of paraclinical tests (cranial MRI, visually 
evoked potentials (VEPs), somatosensory evoked potentials by tibial nerve 
stimulation (SSEPs), motor evoked potentials (MEPs), and analysis of CSF for 
oligoclonal banding and IgG-index (CSF)) were taken into account. The percentage 
of reclassified patients (reclassification sensitivity, RS) was always lower 
than the percentage of abnormal results (diagnostic sensitivity, DS), and the 
divergence of RS v DS differed between the tests (60% v 84% in MRI, 31% v 77% in 
CSF, 29% v 37% in VEPs, 20% v 68% in MEPs, and 12% v 46% in SSEPs respectively). 
False reclassifications of non-multiple sclerosis patients to multiple sclerosis 
would have occurred with all tests (MRI: six of 47 patients, (reclassification 
specificity 88%); CSF: one (98%); VEPs: two (96%); MEPs: two (96%); SSEPs: four 
(91%); P < 0.05). Although MRI had superior diagnostic capacity, 57 of the 142 
patients with multiple sclerosis were not reclassified by the MRI result, 12 of 
whom were reclassified by CSF and 18 by one of the evoked potential (EP) 
studies. Of the 98 patients not reclassified by CSF, 53 were reclassified by MRI 
and 39 by EPs. The results suggest that for the evaluation of paraclinical tests 
in suspected multiple sclerosis, comparison of diagnostic sensitivities is 
inappropriate. In general, a cranial MRI contributes most to the diagnosis; 
however, due to its comparatively low specificity and its considerable number of 
negative results, EP or CSF studies are often useful to establish the diagnosis 
of multiple sclerosis."
